,Date,Stock Price,Stock Price Present
207,2017-10-01,81.98,0
208,2017-10-02,81.63,1
209,2017-10-03,81.76,1
210,2017-10-04,81.79,1
211,2017-10-05,82.02,1
212,2017-10-06,81.71,1
213,2017-10-07,81.71,0
214,2017-10-08,81.71,0
215,2017-10-09,82.03,1
216,2017-10-10,82.26,1
217,2017-10-11,82.6,1
218,2017-10-12,82.43,1
219,2017-10-13,82.41,1
220,2017-10-14,82.41,0
221,2017-10-15,82.41,0
222,2017-10-16,82.81,1
223,2017-10-17,82.96,1
224,2017-10-18,82.76,1
225,2017-10-19,82.74,1
226,2017-10-20,83.11,1
227,2017-10-21,83.11,0
228,2017-10-22,83.11,0
229,2017-10-23,83.24,1
230,2017-10-24,83.47,1
231,2017-10-25,83.17,1
232,2017-10-26,83.47,1
233,2017-10-27,83.71,1
234,2017-10-28,83.71,0
235,2017-10-29,83.71,0
236,2017-10-30,83.54,1
237,2017-10-31,83.35,1
238,2017-11-01,83.87,1
239,2017-11-02,83.53,1
240,2017-11-03,83.18,1
241,2017-11-04,83.18,0
242,2017-11-05,83.18,0
243,2017-11-06,83.75,1
244,2017-11-07,83.58,1
245,2017-11-08,83.47,1
246,2017-11-09,83.97,1
247,2017-11-10,82.94,1
248,2017-11-11,82.94,0
249,2017-11-12,82.94,0
250,2017-11-13,82.89,1
251,2017-11-14,82.24,1
252,2017-11-15,81.21,1
253,2017-11-16,80.56,1
254,2017-11-17,80.24,1
255,2017-11-18,80.24,0
256,2017-11-19,80.24,0
257,2017-11-20,80.55,1
258,2017-11-21,80.87,1
259,2017-11-22,81.1,1
260,2017-11-23,81.1,0
261,2017-11-24,81.42,1
262,2017-11-25,81.42,0
263,2017-11-26,81.42,0
264,2017-11-27,81.11,1
265,2017-11-28,81.67,1
266,2017-11-29,82.27,1
267,2017-11-30,83.29,1
268,2017-12-01,83.46,1
269,2017-12-02,83.46,0
270,2017-12-03,83.46,0
271,2017-12-04,83.57,1
272,2017-12-05,82.89,1
273,2017-12-06,82.28,1
274,2017-12-07,82.55,1
275,2017-12-08,82.66,1
276,2017-12-09,82.66,0
277,2017-12-10,82.66,0
278,2017-12-11,83.03,1
279,2017-12-12,82.76,1
280,2017-12-13,83.12,1
281,2017-12-14,82.9,1
282,2017-12-15,83.03,1
283,2017-12-16,83.03,0
284,2017-12-17,83.03,0
285,2017-12-18,82.94,1
286,2017-12-19,82.44,1
287,2017-12-20,82.87,1
288,2017-12-21,83.85,1
289,2017-12-22,83.97,1
290,2017-12-23,83.97,0
291,2017-12-24,83.97,0
292,2017-12-25,83.97,0
293,2017-12-26,83.98,1
294,2017-12-27,83.9,1
295,2017-12-28,84.02,1
296,2017-12-29,83.64,1
297,2017-12-30,83.64,0
298,2017-12-31,83.64,0
299,2018-01-01,83.64,0
300,2018-01-02,85.03,1
301,2018-01-03,86.7,1
302,2018-01-04,86.82,1
303,2018-01-05,86.75,1
304,2018-01-06,86.75,0
305,2018-01-07,86.75,0
306,2018-01-08,87.14,1
307,2018-01-09,86.77,1
308,2018-01-10,86.08,1
309,2018-01-11,86.93,1
310,2018-01-12,87.52,1
311,2018-01-13,87.52,0
312,2018-01-14,87.52,0
313,2018-01-15,87.52,0
314,2018-01-16,86.97,1
315,2018-01-17,88.0,1
316,2018-01-18,87.43,1
317,2018-01-19,87.15,1
318,2018-01-20,87.15,0
319,2018-01-21,87.15,0
320,2018-01-22,88.25,1
321,2018-01-23,88.3,1
322,2018-01-24,88.53,1
323,2018-01-25,88.37,1
324,2018-01-26,89.0,1
325,2018-01-27,89.0,0
326,2018-01-28,89.0,0
327,2018-01-29,88.01,1
328,2018-01-30,86.78,1
329,2018-01-31,87.3,1
330,2018-02-01,89.07,1
331,2018-02-02,84.53,1
332,2018-02-03,84.53,0
333,2018-02-04,84.53,0
334,2018-02-05,79.72,1
335,2018-02-06,78.35,1
336,2018-02-07,76.94,1
337,2018-02-08,76.07,1
338,2018-02-09,75.78,1
339,2018-02-10,75.78,0
340,2018-02-11,75.78,0
341,2018-02-12,76.42,1
342,2018-02-13,76.3,1
343,2018-02-14,76.46,1
344,2018-02-15,76.21,1
345,2018-02-16,76.54,1
346,2018-02-17,76.54,0
347,2018-02-18,76.54,0
348,2018-02-19,76.54,0
349,2018-02-20,75.75,1
350,2018-02-21,74.89,1
351,2018-02-22,75.86,1
352,2018-02-23,77.53,1
353,2018-02-24,77.53,0
354,2018-02-25,77.53,0
355,2018-02-26,78.84,1
356,2018-02-27,77.5,1
357,2018-02-28,75.74,1
358,2018-03-01,75.2,1
359,2018-03-02,75.55,1
360,2018-03-03,75.55,0
361,2018-03-04,75.55,0
362,2018-03-05,76.27,1
363,2018-03-06,76.18,1
364,2018-03-07,74.26,1
365,2018-03-08,74.12,1
366,2018-03-09,74.56,1
367,2018-03-10,74.56,0
368,2018-03-11,74.56,0
369,2018-03-12,75.24,1
370,2018-03-13,74.53,1
371,2018-03-14,73.6,1
372,2018-03-15,74.42,1
373,2018-03-16,75.12,1
374,2018-03-17,75.12,0
375,2018-03-18,75.12,0
376,2018-03-19,74.15,1
377,2018-03-20,73.99,1
378,2018-03-21,75.04,1
379,2018-03-22,73.5,1
380,2018-03-23,72.89,1
381,2018-03-24,72.89,0
382,2018-03-25,72.89,0
383,2018-03-26,74.0,1
384,2018-03-27,73.7,1
385,2018-03-28,72.81,1
386,2018-03-29,74.61,1
387,2018-03-30,74.61,0
388,2018-03-31,74.61,0
389,2018-04-01,74.61,0
390,2018-04-02,73.22,1
391,2018-04-03,75.02,1
392,2018-04-04,74.87,1
393,2018-04-05,76.02,1
394,2018-04-06,74.87,1
395,2018-04-07,74.87,0
396,2018-04-08,74.87,0
397,2018-04-09,74.87,1
398,2018-04-10,77.07,1
399,2018-04-11,77.43,1
400,2018-04-12,77.22,1
401,2018-04-13,77.84,1
402,2018-04-14,77.84,0
403,2018-04-15,77.84,0
404,2018-04-16,78.54,1
405,2018-04-17,78.33,1
406,2018-04-18,79.22,1
407,2018-04-19,79.42,1
408,2018-04-20,79.0,1
409,2018-04-21,79.0,0
410,2018-04-22,79.0,0
411,2018-04-23,79.57,1
