,Date,Apple Mobility Present,AACHEN_WALKING,HALLAND COUNTY_DRIVING,HOKKAIDO (PREFECTURE)_WALKING,HYOGO PREFECTURE_WALKING,ILLINOIS_WALKING,ISHIKAWA PREFECTURE_TRANSIT,ALBANY_WALKING,ALBANY_DRIVING,ALLENTOWN_TRANSIT,WILLIAMSBURG CITY_DRIVING,MADISON COUNTY_DRIVING,MARION COUNTY_DRIVING,REDWOOD COUNTY_DRIVING,RENO COUNTY_DRIVING,RICHLAND COUNTY_DRIVING,RICHMOND COUNTY_DRIVING,HAYWOOD COUNTY_DRIVING,HENDERSON COUNTY_DRIVING,HENRY COUNTY_DRIVING,HERKIMER COUNTY_DRIVING,MECKLENBURG COUNTY_WALKING,MERCED COUNTY_WALKING,MERCER COUNTY_DRIVING,COMAL COUNTY_DRIVING,CONTRA COSTA COUNTY_TRANSIT,CONTRA COSTA COUNTY_DRIVING,COOK COUNTY_TRANSIT,COSHOCTON COUNTY_DRIVING,COWLITZ COUNTY_DRIVING,CRAVEN COUNTY_DRIVING,HINDS COUNTY_DRIVING,HONOLULU COUNTY_WALKING,HONOLULU COUNTY_DRIVING,HOPEWELL CITY_DRIVING,ALAMEDA COUNTY_DRIVING,ALBANY COUNTY_DRIVING,ALBEMARLE COUNTY_WALKING,ALEXANDRIA CITY_WALKING,CREEK COUNTY_DRIVING,CUMBERLAND COUNTY_DRIVING,CUYAHOGA COUNTY_TRANSIT,CUYAHOGA COUNTY_DRIVING,BEXAR COUNTY_DRIVING,BIBB COUNTY_DRIVING,BLAINE COUNTY_DRIVING,DURHAM COUNTY_DRIVING,EAGLE COUNTY_WALKING,EDDY COUNTY_DRIVING,EFFINGHAM COUNTY_DRIVING,EL PASO COUNTY_TRANSIT,ELLIS COUNTY_DRIVING,CARROLL COUNTY_DRIVING,CARSON COUNTY_DRIVING,CASS COUNTY_DRIVING,CHAMBERS COUNTY_DRIVING,CHAMPAIGN COUNTY_DRIVING,CHARLOTTE COUNTY_WALKING,LOS ANGELES_WALKING,LOUISVILLE_DRIVING,LYON_DRIVING,MADISON_WALKING,MANCHESTER_DRIVING,MANILA_TRANSIT,MANNHEIM_WALKING,MIAMI_WALKING,MIAMI_TRANSIT,MIAMI_DRIVING,MILWAUKEE_WALKING,MILWAUKEE_TRANSIT,MINNEAPOLIS_WALKING,MINNEAPOLIS_TRANSIT,MITO_TRANSIT,AMSTERDAM_TRANSIT,ANCHORAGE_WALKING,ANNAPOLIS_WALKING,BANGKOK_DRIVING,BELFAST_DRIVING,BELO HORIZONTE_WALKING,BERGAMO_WALKING,BIRMINGHAM_DRIVING,MARLBOROUGH REGION_DRIVING,MICHIGAN_WALKING,MICHOAC+ÍN_DRIVING,MIDI-PYR+¬N+¬ES REGION_WALKING,MIDI-PYR+¬N+¬ES REGION_TRANSIT,UPPER NORMANDY REGION_DRIVING,UUSIMAA_TRANSIT,RIVERSIDE COUNTY_TRANSIT,RUTHERFORD COUNTY_DRIVING,WILLIAMSON COUNTY_WALKING
87,2020-04-09,1,72.66,132.88,83.97,82.93,50.28,75.83,48.54,51.35,39.06,62.07,65.74,76.48,66.07,71.47,57.51,104.14,90.43,74.28,86.79,62.86,65.27,64.08,45.97,66.92,24.1,51.41,20.81,88.14,78.28,97.2,70.08,22.26,36.66,82.77,43.47,96.12,22.86,53.04,84.93,82.66,38.74,65.15,59.06,74.69,73.56,59.67,17.21,65.49,80.27,36.49,71.56,79.55,65.3,81.42,94.19,75.76,65.12,35.31,69.14,26.55,57.22,36.7,17.64,63.0,43.66,29.78,44.03,67.74,47.78,63.04,26.9,77.33,13.58,63.7,40.57,36.69,44.54,39.42,34.05,38.58,14.07,54.19,41.07,24.96,36.97,36.4,34.91,21.91,74.04,71.03
88,2020-04-10,1,74.41,118.51,87.25,85.78,61.18,76.0,59.72,60.34,36.11,67.9,80.24,78.26,74.39,79.28,65.45,103.62,94.24,70.02,98.7,73.41,68.69,69.46,49.59,73.49,26.47,59.27,22.01,88.26,87.93,94.04,77.08,22.55,40.56,93.32,50.84,116.31,21.47,50.72,91.29,91.23,38.52,74.72,65.08,77.53,78.98,63.73,21.65,61.12,86.39,41.05,83.86,77.52,77.13,81.32,99.27,85.53,68.62,45.5,76.13,26.22,68.09,33.06,17.85,63.57,46.77,29.39,48.19,82.75,48.31,86.16,30.7,77.01,13.75,79.19,42.74,38.3,48.57,28.12,37.86,36.16,13.29,55.85,38.74,25.78,34.08,38.56,37.44,24.57,82.06,86.59
89,2020-04-11,1,63.02,94.02,83.16,52.88,59.95,67.0,63.25,55.65,32.96,58.36,70.04,69.66,54.73,70.96,51.07,96.25,85.94,60.45,89.69,69.68,65.88,66.3,47.0,61.27,26.13,52.68,20.07,84.31,78.1,81.28,68.88,21.3,35.68,90.44,44.25,106.6,19.3,59.66,74.47,73.72,38.28,74.67,56.83,68.14,75.13,56.59,18.0,47.8,68.99,32.53,79.14,80.23,71.26,73.77,94.03,80.03,53.06,50.85,66.61,20.79,66.51,31.18,18.03,64.78,42.03,26.74,41.19,82.35,44.56,91.44,28.32,66.37,12.45,68.96,54.7,35.68,42.82,37.46,39.92,33.41,9.96,61.82,41.24,22.69,32.28,29.18,34.83,25.58,72.12,71.48
90,2020-04-12,1,53.65,105.49,83.92,52.43,41.9,62.88,48.29,36.71,32.76,43.02,38.96,42.1,35.44,40.68,32.05,62.92,52.51,35.33,57.86,51.04,35.49,50.26,31.98,45.79,21.79,36.85,17.36,45.34,56.67,57.5,37.17,15.24,24.7,67.41,32.07,64.4,14.21,42.84,52.46,48.82,33.28,45.04,38.78,44.5,39.56,37.46,7.99,32.19,41.36,30.72,46.96,47.97,55.39,49.99,56.68,48.08,29.09,31.73,40.77,16.79,46.63,23.89,19.94,48.14,31.83,22.43,29.54,53.24,37.52,36.59,19.0,69.96,10.84,46.74,39.58,34.84,26.38,20.6,21.12,25.42,11.55,42.21,37.76,17.12,28.35,24.26,31.36,19.55,39.24,55.47
91,2020-04-13,1,52.17,110.79,78.84,77.04,48.45,61.85,49.98,49.49,37.33,49.48,68.76,86.12,57.84,68.38,52.07,99.42,77.89,84.14,87.83,62.89,61.8,69.67,37.79,69.37,28.18,51.05,21.83,74.43,74.87,75.87,68.86,19.27,35.19,79.53,43.61,75.87,18.72,47.45,78.13,83.67,39.93,61.25,58.62,77.03,61.03,52.62,14.17,60.08,70.16,38.12,66.49,81.98,57.97,69.13,99.16,70.42,68.48,44.12,62.33,21.36,52.98,28.65,21.19,47.42,43.41,29.61,44.05,62.34,45.07,58.0,28.38,70.67,13.05,64.25,37.67,35.34,33.79,38.03,16.17,31.77,12.0,49.0,46.49,18.69,33.26,27.99,42.37,27.19,68.9,72.81
92,2020-04-14,1,58.11,96.99,79.11,83.64,48.43,64.91,59.37,58.63,49.92,58.82,69.56,73.67,62.0,73.57,52.65,115.81,80.23,85.96,92.24,77.76,67.77,72.26,49.55,71.24,28.13,53.84,21.49,83.57,75.4,94.49,72.49,20.36,35.36,87.88,45.26,92.08,18.53,49.04,82.67,84.82,41.2,67.14,61.13,77.0,56.72,59.18,16.59,66.26,73.55,40.28,70.89,84.79,72.22,74.92,100.47,73.79,58.59,48.69,67.42,28.56,57.39,36.95,18.25,53.25,43.72,29.2,45.11,63.89,48.59,57.29,27.63,69.05,13.07,72.18,45.3,34.96,38.44,35.03,27.17,40.26,12.94,52.61,46.97,28.06,37.14,41.33,38.8,27.25,71.36,75.65
93,2020-04-15,1,68.2,94.8,74.82,85.54,48.21,69.18,63.57,60.53,40.88,57.61,71.24,82.5,79.4,78.14,59.08,111.41,87.16,88.89,101.21,77.93,65.7,81.06,50.2,77.32,24.85,55.95,20.68,93.7,78.03,92.67,78.63,21.98,39.32,96.2,48.03,112.0,20.81,50.35,89.98,87.26,34.67,71.8,66.53,83.57,65.93,62.33,15.86,65.53,82.46,43.12,74.46,94.19,84.38,78.66,98.59,82.48,70.37,51.17,73.1,29.15,55.7,37.98,15.84,62.7,44.19,28.06,47.84,69.26,44.72,64.65,27.85,66.67,13.88,71.15,52.4,35.93,43.92,36.24,33.04,41.55,14.55,51.74,46.26,25.73,39.32,43.88,38.67,27.33,80.92,78.96
94,2020-04-16,1,72.15,100.24,80.32,77.58,54.53,62.36,57.84,61.16,37.23,67.44,74.58,85.43,68.71,80.83,58.94,115.26,98.0,90.18,103.85,81.69,67.45,74.17,50.37,78.09,25.74,55.49,21.47,95.86,86.23,105.73,84.27,22.37,38.57,109.8,47.18,97.08,18.72,52.46,89.92,96.37,37.58,74.2,67.41,84.01,75.46,64.38,14.17,66.13,80.13,46.04,79.66,85.76,85.83,85.47,112.36,84.55,58.99,51.17,75.2,29.38,64.95,38.2,18.82,63.95,44.48,28.14,47.83,76.24,46.31,73.55,28.91,62.93,14.11,74.52,49.05,37.29,45.86,34.71,27.04,41.24,12.61,55.58,46.5,25.53,38.39,43.42,35.97,26.59,82.99,82.48
95,2020-04-17,1,65.74,109.76,76.69,65.36,54.03,53.06,70.22,68.06,38.04,70.99,83.51,92.02,81.47,88.79,81.69,134.24,102.15,91.82,106.16,82.22,78.76,79.5,59.85,79.04,26.37,61.64,21.07,119.83,95.82,111.9,88.51,24.81,43.53,115.27,52.87,125.02,23.08,59.78,98.27,105.62,36.75,75.91,72.68,94.04,75.65,73.85,17.27,67.57,97.39,46.64,90.11,92.64,91.95,79.05,119.07,83.16,71.78,54.26,77.58,29.78,67.36,41.27,17.24,65.35,49.2,30.06,53.96,82.92,51.07,87.82,29.04,51.62,13.15,78.81,49.18,39.01,50.25,39.59,33.48,43.27,10.8,54.31,51.44,26.28,41.84,43.93,40.36,28.34,94.45,79.47
96,2020-04-18,1,53.53,115.95,74.26,78.13,68.47,48.31,51.43,56.43,37.13,61.61,80.16,84.81,79.58,87.85,64.31,117.69,106.93,77.24,95.83,74.02,75.47,74.43,49.45,70.12,25.85,59.34,21.43,105.87,83.7,96.75,78.26,23.04,41.23,96.08,49.17,125.26,20.4,52.3,96.12,86.23,35.09,80.04,64.96,87.38,83.29,63.0,13.78,51.19,79.2,34.77,85.01,72.48,91.3,84.12,122.37,97.25,52.12,52.17,76.16,23.51,75.23,34.76,16.2,61.16,46.57,27.05,47.99,99.82,44.97,102.36,29.79,57.99,12.69,81.49,50.76,37.18,44.03,29.9,32.65,35.88,11.61,64.95,51.48,23.52,32.61,34.23,38.77,24.0,86.94,83.3
97,2020-04-19,1,64.59,116.42,59.47,69.54,59.12,50.89,64.91,55.05,32.91,65.78,65.42,57.63,61.53,64.01,53.36,84.29,70.62,57.32,84.93,71.42,55.08,66.56,44.38,61.59,22.91,48.11,20.62,76.1,77.14,74.74,44.73,18.89,32.62,87.41,39.48,109.94,18.79,54.47,68.34,72.22,31.24,62.47,53.51,49.69,67.43,49.97,15.97,43.82,65.36,38.9,77.36,73.64,65.62,66.76,65.27,70.7,50.3,44.5,58.87,21.41,73.79,31.27,15.66,65.96,39.45,24.69,38.23,76.02,45.85,79.42,26.2,57.44,13.64,69.13,47.67,38.48,32.53,21.95,23.88,32.27,12.71,58.88,41.91,18.81,35.55,32.16,42.68,24.14,63.02,70.7
98,2020-04-20,1,67.31,99.6,57.23,75.49,63.73,53.4,69.99,61.87,40.22,56.69,72.35,91.52,72.4,87.5,68.45,127.35,95.8,82.38,95.69,79.37,63.25,78.16,50.28,81.43,27.21,55.78,23.94,96.85,88.32,96.05,84.47,22.41,38.89,99.04,46.7,104.51,21.43,56.52,93.4,95.02,45.35,79.53,67.55,81.79,76.04,59.79,18.5,61.95,83.68,42.17,87.46,88.76,63.85,90.08,105.5,86.72,62.42,52.06,80.69,31.44,71.27,38.23,16.2,64.1,47.65,30.64,50.13,84.86,52.98,75.02,29.61,59.24,15.41,69.02,52.53,38.31,43.1,35.89,27.61,41.37,13.94,67.48,44.71,25.15,41.13,46.18,48.55,29.34,85.84,86.1
99,2020-04-21,1,70.31,100.73,62.66,71.02,57.79,51.56,59.37,58.33,38.7,64.24,77.93,86.7,84.4,93.16,56.65,121.4,92.63,91.4,105.58,73.97,70.38,82.66,48.78,80.41,25.29,57.2,22.38,99.63,83.48,96.11,85.01,21.93,38.97,98.12,47.81,108.88,24.1,52.82,97.88,103.49,37.82,72.2,66.98,84.14,85.25,64.22,20.81,70.4,84.66,48.8,88.33,86.14,80.03,92.68,111.47,90.36,67.34,51.61,77.98,32.82,65.95,39.27,15.95,62.92,47.21,31.41,49.59,78.72,49.25,76.06,30.17,58.36,14.2,70.74,49.64,38.93,45.23,27.44,34.88,42.09,13.71,53.77,44.43,23.21,41.89,47.32,47.52,27.97,86.2,83.77
100,2020-04-22,1,74.51,109.4,57.26,71.46,55.1,48.46,62.07,60.03,37.48,64.61,84.78,92.06,92.34,88.14,75.25,116.59,97.02,91.25,108.12,76.29,67.22,81.42,53.24,76.41,27.22,58.82,22.47,112.97,78.58,99.89,78.01,22.05,39.75,110.12,50.29,113.42,24.07,57.55,77.42,101.57,37.41,74.58,66.2,86.95,59.6,66.33,19.63,73.15,89.61,47.25,87.67,91.57,89.05,86.01,108.64,94.43,65.25,53.91,81.41,33.81,64.84,40.72,19.4,64.76,47.92,29.31,50.99,74.5,48.7,100.28,33.49,55.11,15.38,84.86,55.62,39.1,45.31,41.87,30.63,43.7,12.06,54.23,42.23,24.29,46.91,47.16,43.36,27.1,86.97,74.2
101,2020-04-23,1,78.89,110.8,58.84,67.53,56.53,48.8,64.16,65.1,42.31,64.82,69.88,85.89,83.55,102.85,80.47,116.29,90.53,80.39,104.53,84.16,58.23,78.52,53.15,89.41,26.43,60.51,22.32,98.09,83.44,102.47,85.49,21.15,38.72,104.32,51.21,120.12,21.94,51.33,101.64,97.24,39.03,79.95,72.52,73.36,88.38,62.47,16.65,74.86,90.39,40.28,85.29,91.18,89.37,83.74,91.15,90.66,70.71,54.66,73.65,34.43,62.76,41.07,17.35,69.2,48.64,30.41,51.98,75.2,44.79,90.89,31.44,60.7,15.22,81.52,43.85,39.91,45.85,39.17,29.36,43.2,13.65,56.84,44.25,26.13,51.23,47.93,47.46,28.96,84.29,92.74
102,2020-04-24,1,72.51,122.33,61.33,79.2,64.0,59.15,68.58,70.93,36.87,68.86,88.21,102.35,99.81,95.29,82.05,137.08,147.44,101.49,117.22,91.33,80.6,86.39,57.02,103.09,27.82,67.21,21.93,118.9,100.32,119.25,95.58,24.85,43.46,110.92,58.01,122.77,23.7,57.06,105.11,114.47,41.58,90.75,80.41,107.42,71.28,75.38,15.64,70.35,97.35,40.88,101.08,111.43,102.17,101.38,137.4,111.17,68.75,60.69,91.92,30.47,72.11,44.67,16.63,65.22,51.83,32.98,57.55,90.28,50.79,101.84,32.05,55.98,14.84,93.23,49.64,43.87,54.27,39.31,33.44,47.05,11.68,69.56,47.25,28.22,42.93,45.95,40.65,29.02,101.1,96.85
103,2020-04-25,1,72.66,133.3,48.44,71.79,53.51,46.09,77.95,72.97,41.44,69.24,86.61,92.06,82.04,96.8,69.6,127.03,96.53,78.81,99.15,105.32,70.6,83.07,59.94,95.44,25.76,63.56,20.25,109.39,93.83,106.49,86.0,22.24,43.28,97.8,52.86,140.87,21.76,67.71,102.12,85.99,40.05,88.27,73.03,94.96,101.31,65.41,20.87,51.43,84.03,40.1,88.43,84.98,95.33,78.13,126.19,109.68,52.59,60.26,73.8,24.42,72.4,37.88,15.7,69.38,49.63,30.16,52.13,85.96,46.08,108.64,33.04,55.73,13.72,87.47,61.34,41.21,45.71,33.11,28.0,39.94,12.0,67.99,49.66,23.01,41.56,36.77,41.82,27.11,82.62,94.56
104,2020-04-26,1,73.58,117.13,56.27,68.95,62.46,53.28,44.46,47.49,32.61,63.82,80.16,79.53,80.25,74.14,57.44,111.8,100.63,71.98,87.12,63.5,64.21,74.22,40.59,80.27,25.07,52.37,20.6,74.98,86.85,79.41,62.82,19.36,35.22,92.88,43.14,122.24,17.03,45.96,81.29,83.91,32.09,59.79,57.36,75.6,96.41,54.51,19.07,49.15,77.0,38.64,89.34,74.61,75.85,88.78,96.6,62.89,42.29,48.41,58.92,25.31,78.75,33.01,18.14,70.71,34.59,25.44,37.02,83.49,43.85,84.5,27.89,56.01,14.19,84.72,40.43,41.41,34.48,20.46,28.22,34.31,15.36,63.62,39.85,20.17,37.47,35.25,45.39,24.87,66.13,82.38
105,2020-04-27,1,70.28,98.59,61.76,72.86,57.32,57.51,62.21,58.76,43.37,63.53,74.98,93.99,91.78,90.44,75.82,127.93,104.49,90.17,109.03,77.29,74.08,83.13,51.96,86.93,26.62,59.27,22.5,102.22,90.17,108.89,85.85,23.1,39.98,102.72,50.31,115.48,22.78,51.63,93.54,106.09,41.54,81.75,70.1,90.2,83.49,66.66,27.05,67.55,84.96,44.23,92.03,93.02,78.5,97.37,121.74,90.36,65.86,54.81,82.7,33.77,56.18,40.14,16.2,63.63,49.81,32.78,52.7,75.13,46.28,101.71,35.42,55.72,14.27,97.84,42.47,41.46,44.74,38.42,30.37,42.79,27.72,74.08,42.67,23.17,43.86,47.74,43.93,30.63,90.63,86.3
106,2020-04-28,1,62.51,105.47,53.51,79.81,61.18,55.47,71.56,68.18,39.66,70.03,85.5,95.72,72.68,84.25,68.81,130.94,99.85,96.0,102.61,85.9,76.02,81.21,60.04,89.68,29.77,62.87,22.52,110.32,90.36,111.93,83.39,22.47,41.07,114.07,52.19,118.83,21.06,54.53,90.52,108.26,40.85,82.65,71.99,95.61,85.31,69.4,21.37,71.81,87.92,45.52,96.16,102.13,84.38,102.65,116.97,94.09,70.3,56.16,85.72,44.0,62.99,40.45,16.95,57.5,50.57,33.41,54.19,77.41,47.87,69.63,28.61,56.46,14.98,95.64,58.91,43.11,44.37,40.24,30.15,42.55,32.24,82.49,45.47,28.45,48.12,64.24,46.65,31.21,91.05,88.86
107,2020-04-29,1,68.54,109.27,70.94,79.93,50.28,55.38,65.95,68.12,46.57,72.16,80.4,88.13,100.85,97.89,83.4,137.21,101.37,91.82,105.68,84.63,71.4,87.89,56.71,90.66,26.55,62.19,22.04,103.71,92.68,115.32,85.85,21.91,41.97,105.28,52.46,130.92,17.99,66.34,106.09,99.86,39.35,81.11,74.25,90.73,83.03,70.33,22.78,69.17,86.18,47.93,100.42,104.46,109.26,93.55,105.87,89.13,69.36,55.92,79.8,41.45,52.25,40.76,18.14,58.92,51.8,33.44,55.54,73.32,46.31,93.57,33.24,61.69,15.35,102.58,59.17,46.56,44.36,42.8,29.62,43.8,30.98,65.67,48.83,31.88,50.08,58.63,41.03,28.47,88.0,101.35
108,2020-04-30,1,67.88,122.38,67.95,83.76,62.1,58.99,60.73,67.2,50.28,66.19,84.3,105.47,87.33,105.29,80.26,142.1,119.81,96.55,112.1,88.92,71.07,91.51,56.89,98.91,30.19,64.74,22.92,108.09,97.4,101.27,98.7,25.22,47.77,104.48,55.79,143.29,20.44,47.33,115.59,113.95,42.11,83.38,77.86,108.14,98.37,67.16,20.08,68.4,100.13,52.93,106.78,102.81,102.5,95.92,134.26,94.13,69.63,59.08,83.83,39.04,78.41,43.22,18.21,53.99,49.2,30.94,54.8,88.8,48.61,109.56,33.52,61.98,16.53,98.08,45.1,56.18,46.88,45.97,31.95,44.47,34.44,69.17,49.86,27.39,46.75,55.37,44.63,32.25,99.36,98.88
109,2020-05-01,1,63.95,128.15,70.57,86.39,80.4,61.53,72.9,78.44,56.73,81.66,96.65,122.28,108.51,125.02,97.14,178.69,151.63,108.24,131.93,96.34,87.25,98.6,69.73,119.75,30.42,73.58,24.3,120.63,122.14,136.86,112.95,28.14,50.7,125.47,64.58,174.18,25.38,66.37,132.15,139.99,45.35,100.47,90.98,118.64,95.1,82.98,26.38,73.98,113.21,56.71,125.47,113.37,121.5,119.86,144.53,109.24,80.88,66.7,102.38,29.02,83.18,47.07,19.5,44.22,63.46,35.28,67.47,109.5,49.76,112.28,34.46,60.62,16.16,105.36,60.36,53.15,55.51,28.87,23.75,49.41,24.55,95.39,48.03,19.78,43.04,43.88,41.77,31.65,114.94,107.28
110,2020-05-02,1,55.54,132.38,69.9,68.6,89.46,58.39,84.41,79.82,51.9,97.33,106.85,112.99,101.32,100.18,81.97,163.85,142.7,94.82,112.79,109.08,86.19,86.49,70.37,123.86,26.28,68.62,25.36,124.46,103.5,126.89,98.9,27.93,50.59,117.39,58.23,162.61,29.96,81.69,118.42,124.85,41.71,99.59,81.84,111.12,108.81,75.87,25.37,67.3,102.04,58.95,118.24,114.92,117.71,128.7,148.3,117.08,61.41,65.73,92.57,30.66,89.32,41.85,20.22,57.67,58.84,32.66,60.66,118.11,51.76,120.01,33.98,57.3,14.35,104.77,71.01,49.39,48.26,28.26,34.66,43.72,19.05,91.59,52.28,23.62,44.07,45.64,40.38,28.44,109.71,104.74
111,2020-05-03,1,77.19,138.67,58.84,72.2,70.69,59.9,75.15,67.52,38.6,79.12,111.47,97.65,76.56,85.29,75.46,151.47,114.49,82.96,100.46,97.09,68.54,81.37,55.94,101.34,26.74,58.04,23.63,94.5,84.58,105.62,72.41,20.86,39.61,97.92,48.14,150.58,18.32,55.2,85.96,113.61,39.48,80.69,64.58,87.98,91.32,62.05,21.88,54.86,87.02,48.02,101.22,77.91,88.41,104.26,126.72,92.36,53.4,54.15,67.2,31.24,81.43,35.62,17.56,68.06,46.77,30.07,47.81,101.04,47.34,100.12,32.31,55.58,15.3,89.7,47.93,47.46,36.64,21.35,32.38,36.67,27.49,82.86,44.23,26.8,45.77,43.94,49.33,27.2,84.13,80.13
112,2020-05-04,1,71.01,110.13,56.52,84.37,61.54,56.9,69.7,69.29,48.15,74.49,97.77,99.5,100.76,98.16,77.25,155.42,103.76,100.89,111.38,91.75,78.97,88.1,62.44,103.45,30.95,66.54,24.17,116.18,98.05,117.95,95.34,26.57,45.49,114.55,55.27,139.38,30.29,70.46,104.39,115.84,45.08,85.8,79.52,102.67,85.7,74.69,26.43,69.04,92.2,56.63,105.0,107.36,99.68,113.59,120.27,106.72,78.05,62.18,91.87,41.77,69.96,42.7,19.94,68.51,57.05,37.91,59.8,84.19,51.69,97.87,34.55,60.28,16.55,94.2,63.91,50.72,45.72,39.34,55.7,46.02,26.16,83.84,47.93,31.08,51.17,55.57,52.65,33.97,99.06,97.55
113,2020-05-05,1,77.25,103.74,47.29,73.08,58.47,51.98,76.7,76.59,47.44,72.99,87.57,99.73,82.61,111.12,78.61,144.55,124.01,96.83,104.27,102.63,73.31,90.27,63.89,103.46,30.28,70.87,23.96,102.29,103.77,115.41,96.75,26.82,47.21,103.0,59.49,135.7,21.61,62.44,111.19,120.26,45.39,90.3,83.8,106.08,78.46,72.55,31.61,75.58,90.11,55.34,109.99,94.28,105.96,111.14,125.2,99.9,80.2,64.02,85.74,43.86,66.55,44.44,17.64,71.94,59.34,38.6,64.16,86.35,52.29,96.7,35.09,51.51,16.75,112.95,62.66,53.48,49.78,41.05,63.32,48.27,30.17,80.01,48.92,32.51,55.0,60.55,57.34,33.54,103.97,97.22
114,2020-05-06,1,84.62,109.38,60.19,77.97,72.9,59.15,74.0,74.27,49.01,81.49,88.05,105.67,98.77,114.71,87.77,154.15,153.25,102.05,111.15,100.69,79.07,90.06,61.13,107.15,31.16,70.63,26.02,126.62,104.24,118.38,100.93,26.24,51.15,106.4,59.57,135.63,21.36,54.17,118.15,118.87,44.89,92.29,83.07,109.1,89.82,77.85,30.6,73.41,110.11,52.24,112.54,118.31,103.14,118.02,130.85,103.97,78.65,63.69,92.68,46.16,84.87,46.03,16.31,75.94,58.13,37.76,63.57,103.44,51.99,106.31,35.84,58.29,18.36,111.95,57.0,51.67,51.44,45.55,57.93,49.89,35.06,91.93,50.36,35.91,67.39,62.5,56.22,34.13,104.71,107.32
115,2020-05-07,1,80.61,119.01,74.58,81.42,75.53,62.01,80.04,77.32,51.9,87.58,104.62,120.93,104.25,98.36,84.48,157.52,135.82,106.94,120.74,105.04,85.39,92.81,68.47,110.0,31.13,72.32,25.96,127.98,111.51,124.41,106.21,25.59,47.83,114.23,62.57,157.14,23.33,69.0,116.34,131.2,44.74,98.31,84.37,115.39,82.7,80.05,27.62,76.48,112.02,57.06,113.7,119.38,104.59,133.29,143.58,120.71,83.77,65.65,97.72,47.19,84.05,47.79,19.76,79.36,59.86,36.02,65.91,105.87,52.04,104.29,33.64,62.37,18.14,108.34,77.71,53.31,52.73,38.77,59.07,50.25,35.28,94.37,51.15,35.23,67.12,64.71,54.42,32.61,118.43,106.38
116,2020-05-08,1,85.34,133.68,74.57,76.61,76.0,61.13,86.03,86.11,43.58,92.79,113.94,117.04,156.24,127.98,89.63,185.87,142.8,113.71,136.43,112.46,85.79,106.11,72.04,136.14,33.36,82.51,25.03,132.43,144.72,151.02,104.78,29.14,55.97,124.47,71.73,166.16,23.41,66.07,137.96,136.83,43.73,102.44,97.07,129.23,100.46,89.87,34.08,73.82,122.82,55.51,143.85,140.02,118.6,144.46,162.76,121.02,101.01,76.98,98.91,38.1,86.55,42.76,15.01,79.5,68.89,38.93,75.27,106.13,54.54,110.17,33.38,63.55,18.58,118.23,66.47,58.62,54.55,48.29,72.7,45.44,34.28,91.38,59.08,31.0,60.4,50.8,54.04,35.6,118.21,115.85
117,2020-05-09,1,82.24,143.49,48.05,63.38,87.71,55.87,67.47,77.2,45.61,104.88,125.74,136.28,100.0,124.71,80.69,188.72,157.44,112.25,124.33,94.93,96.87,100.83,73.1,138.63,30.6,82.11,24.89,124.4,139.58,137.59,112.36,32.42,60.7,115.95,67.42,165.1,26.59,68.39,129.42,134.19,41.57,99.57,91.49,131.12,109.99,86.31,28.97,65.97,116.91,49.23,137.39,123.93,125.28,139.97,166.79,119.52,82.36,80.87,102.95,38.42,84.8,42.04,17.42,73.64,67.48,37.17,71.41,117.18,47.04,96.13,29.18,58.73,18.18,114.84,76.86,57.32,53.63,39.56,87.16,45.14,30.69,87.5,63.31,29.76,57.62,51.44,52.63,33.04,122.18,114.99
118,2020-05-10,1,57.03,126.36,58.8,73.65,51.48,58.78,65.45,62.28,37.99,92.04,99.6,100.19,80.81,85.2,72.68,156.06,118.94,84.57,100.36,87.7,69.35,83.9,61.85,105.28,25.91,64.94,20.42,87.77,108.68,104.47,73.86,24.11,46.14,96.32,52.57,140.01,24.1,70.19,89.33,113.97,37.03,75.35,67.04,94.13,73.11,64.59,20.19,42.32,84.94,39.41,96.54,88.57,94.28,92.12,127.97,83.23,49.02,60.53,73.28,43.24,51.15,35.87,18.21,64.18,41.76,26.61,47.23,76.94,42.42,69.41,25.89,64.39,15.47,81.77,70.02,51.64,39.19,20.42,66.61,38.4,26.07,65.41,53.72,27.36,60.79,58.03,51.02,28.24,87.7,94.5
119,2020-05-11,1,,,51.82,56.43,61.16,48.64,,,,,,,,,,,,,,,81.24,90.89,,,27.15,,23.0,,,,,19.99,,,,,23.81,59.6,,,39.15,,,,,,24.18,,,41.57,,,,,,,91.78,,,,,,,,,,,,,,,,,,,,,,,,,79.76,,55.87,76.35,,45.75,27.2,,93.97
120,2020-05-12,1,,,50.18,63.96,57.19,53.18,,,,,,,,,,,,,,,64.89,67.91,,,24.29,,19.75,,,,,22.35,,,,,18.72,44.19,,,36.44,,,,,,23.06,,,44.84,,,,,,,68.01,,,,,,,,,,,,,,,,,,,,,,,,,73.62,,46.01,52.32,,35.67,24.23,,72.99
