,Date,Apple Mobility Present,AACHEN_WALKING,HALLAND COUNTY_DRIVING,HOKKAIDO (PREFECTURE)_WALKING,HYOGO PREFECTURE_WALKING,ILLINOIS_WALKING,ISHIKAWA PREFECTURE_TRANSIT,ALBANY_WALKING,ALBANY_DRIVING,ALLENTOWN_TRANSIT,WILLIAMSBURG CITY_DRIVING,MADISON COUNTY_DRIVING,MARION COUNTY_DRIVING,REDWOOD COUNTY_DRIVING,RENO COUNTY_DRIVING,RICHLAND COUNTY_DRIVING,RICHMOND COUNTY_DRIVING,HAYWOOD COUNTY_DRIVING,HENDERSON COUNTY_DRIVING,HENRY COUNTY_DRIVING,HERKIMER COUNTY_DRIVING,MECKLENBURG COUNTY_WALKING,MERCED COUNTY_WALKING,MERCER COUNTY_DRIVING,COMAL COUNTY_DRIVING,CONTRA COSTA COUNTY_TRANSIT,CONTRA COSTA COUNTY_DRIVING,COOK COUNTY_TRANSIT,COSHOCTON COUNTY_DRIVING,COWLITZ COUNTY_DRIVING,CRAVEN COUNTY_DRIVING,HINDS COUNTY_DRIVING,HONOLULU COUNTY_WALKING,HONOLULU COUNTY_DRIVING,HOPEWELL CITY_DRIVING,ALAMEDA COUNTY_DRIVING,ALBANY COUNTY_DRIVING,ALBEMARLE COUNTY_WALKING,ALEXANDRIA CITY_WALKING,CREEK COUNTY_DRIVING,CUMBERLAND COUNTY_DRIVING,CUYAHOGA COUNTY_TRANSIT,CUYAHOGA COUNTY_DRIVING,BEXAR COUNTY_DRIVING,BIBB COUNTY_DRIVING,BLAINE COUNTY_DRIVING,DURHAM COUNTY_DRIVING,EAGLE COUNTY_WALKING,EDDY COUNTY_DRIVING,EFFINGHAM COUNTY_DRIVING,EL PASO COUNTY_TRANSIT,ELLIS COUNTY_DRIVING,CARROLL COUNTY_DRIVING,CARSON COUNTY_DRIVING,CASS COUNTY_DRIVING,CHAMBERS COUNTY_DRIVING,CHAMPAIGN COUNTY_DRIVING,CHARLOTTE COUNTY_WALKING,LOS ANGELES_WALKING,LOUISVILLE_DRIVING,LYON_DRIVING,MADISON_WALKING,MANCHESTER_DRIVING,MANILA_TRANSIT,MANNHEIM_WALKING,MIAMI_WALKING,MIAMI_TRANSIT,MIAMI_DRIVING,MILWAUKEE_WALKING,MILWAUKEE_TRANSIT,MINNEAPOLIS_WALKING,MINNEAPOLIS_TRANSIT,MITO_TRANSIT,AMSTERDAM_TRANSIT,ANCHORAGE_WALKING,ANNAPOLIS_WALKING,BANGKOK_DRIVING,BELFAST_DRIVING,BELO HORIZONTE_WALKING,BERGAMO_WALKING,BIRMINGHAM_DRIVING,MARLBOROUGH REGION_DRIVING,MICHIGAN_WALKING,MICHOAC+ÍN_DRIVING,MIDI-PYR+¬N+¬ES REGION_WALKING,MIDI-PYR+¬N+¬ES REGION_TRANSIT,UPPER NORMANDY REGION_DRIVING,UUSIMAA_TRANSIT,RIVERSIDE COUNTY_TRANSIT,RUTHERFORD COUNTY_DRIVING,WILLIAMSON COUNTY_WALKING
218,2020-08-18,1,132.41,207.78,106.81,109.49,144.72,147.02,160.85,145.02,75.47,242.14,202.95,152.31,170.89,149.54,153.58,170.26,165.89,178.35,149.48,218.42,137.58,170.13,127.23,153.97,49.75,116.99,46.48,165.72,194.23,160.45,145.04,47.11,69.46,162.14,106.7,388.2,46.52,111.32,146.54,184.54,62.67,153.93,115.96,147.81,128.98,118.88,129.53,100.54,151.79,76.68,200.98,151.65,151.45,182.33,165.32,145.74,116.84,110.06,136.87,118.4,228.43,101.77,31.21,136.46,99.97,59.64,101.83,179.18,68.65,185.89,52.48,128.53,70.66,189.8,169.3,90.48,125.98,78.72,95.66,111.79,46.9,189.13,92.11,187.09,299.45,163.22,117.45,48.89,148.49,171.7
219,2020-08-19,1,133.81,191.94,107.08,113.38,149.44,144.64,171.11,151.76,82.12,237.27,174.66,134.08,174.48,144.39,157.3,197.03,159.35,171.27,161.32,215.76,131.48,141.51,123.03,152.84,49.37,125.69,47.53,173.13,197.11,167.31,147.35,47.65,69.24,152.18,113.19,382.66,50.73,118.92,149.5,175.77,58.09,157.4,119.72,148.76,115.4,117.78,132.96,100.14,155.42,70.91,212.96,166.86,173.91,194.24,181.09,155.35,111.45,113.13,142.07,120.54,226.46,102.52,28.13,145.77,92.53,53.55,97.43,180.06,71.08,186.69,52.34,131.45,71.14,188.6,169.1,93.61,127.51,78.23,92.73,113.53,49.06,191.73,94.42,169.79,319.5,160.85,116.45,45.1,152.76,169.72
220,2020-08-20,1,134.71,191.14,110.39,106.41,158.17,148.39,191.36,157.79,84.31,243.48,180.48,153.16,210.68,168.14,186.48,213.09,165.59,189.13,172.93,234.7,143.0,150.26,131.98,164.41,46.14,121.22,48.84,173.44,204.72,168.68,148.85,47.37,70.3,176.93,111.24,398.64,53.99,116.02,164.51,191.9,60.1,163.3,124.6,152.82,90.86,123.54,144.38,98.9,161.73,86.66,234.28,176.07,154.35,188.1,191.46,161.87,128.62,114.96,148.36,121.37,233.22,102.91,27.8,132.91,97.56,55.24,100.04,191.07,67.52,187.12,54.7,130.3,71.34,180.8,169.17,93.86,121.39,73.38,89.88,113.53,59.93,198.05,96.73,162.99,316.6,168.54,113.96,45.45,160.11,164.51
221,2020-08-21,1,139.53,197.04,138.86,121.84,191.91,159.36,222.36,170.94,85.68,295.58,203.43,167.15,231.76,186.49,230.69,291.46,197.76,198.95,234.47,265.44,171.92,160.61,146.41,204.76,46.75,132.3,52.11,222.98,246.13,208.89,176.38,53.68,79.68,177.57,124.48,481.24,61.28,138.66,198.37,242.71,61.51,179.55,147.08,179.73,144.13,142.22,158.16,101.62,196.85,74.78,282.95,212.69,194.04,235.2,237.77,185.74,148.28,134.18,163.98,129.55,254.31,106.26,28.34,136.76,115.29,60.64,114.85,235.28,70.78,214.59,52.77,160.09,70.37,194.51,202.37,120.58,135.01,72.77,93.6,118.99,56.63,233.03,107.5,160.31,281.65,170.77,124.39,48.44,181.28,196.59
222,2020-08-22,1,143.67,201.88,135.12,128.29,203.58,157.78,210.5,155.99,79.53,325.97,236.1,173.05,282.51,184.82,242.2,292.24,194.97,223.17,202.12,259.82,204.42,161.13,144.7,196.94,45.21,122.37,49.97,228.6,232.18,195.71,176.23,52.59,75.28,173.17,110.8,477.36,55.93,150.38,200.41,216.83,57.58,173.0,132.73,175.11,130.29,137.86,157.48,87.14,169.18,69.28,254.37,233.72,177.46,242.21,243.32,197.15,129.09,145.0,148.11,128.12,265.36,98.64,27.33,173.07,116.9,55.24,107.65,251.28,66.23,196.57,48.57,149.58,66.73,166.41,265.42,107.53,129.93,51.1,94.35,108.35,58.28,236.4,109.95,153.35,255.82,174.52,97.23,47.73,182.99,183.44
223,2020-08-23,1,102.74,199.51,110.72,107.88,138.99,136.3,160.22,131.29,63.84,258.23,222.79,151.66,205.2,136.32,187.34,207.99,160.76,172.04,163.7,242.9,128.51,140.32,112.07,165.66,41.08,95.44,40.42,148.49,222.34,151.17,120.58,40.46,59.29,140.22,87.57,417.87,48.24,108.48,136.89,174.02,51.41,129.83,105.61,125.84,99.74,104.46,129.87,67.55,144.49,76.08,198.95,167.73,149.28,196.05,181.46,139.46,74.88,111.51,115.28,112.41,209.93,86.66,27.87,115.11,86.73,46.74,81.74,182.9,61.72,160.75,44.67,124.95,59.75,144.27,201.91,96.8,102.47,37.21,82.43,95.85,54.62,178.78,88.02,109.68,254.45,151.87,106.69,41.28,138.25,144.94
224,2020-08-24,1,131.73,164.73,110.81,106.72,136.87,136.71,190.0,146.84,84.51,219.22,180.16,137.12,167.3,150.66,153.0,185.58,153.05,172.13,162.72,197.26,131.2,154.4,122.42,142.05,46.02,109.28,46.01,190.49,194.77,147.72,144.16,44.17,65.17,157.82,115.64,328.74,50.07,108.12,139.98,174.8,62.3,142.9,111.6,139.5,115.4,116.24,118.67,92.57,130.41,78.06,189.1,156.4,142.91,177.54,165.27,147.27,110.37,107.13,132.92,130.38,227.31,103.03,31.61,129.51,85.71,56.59,91.22,187.31,75.34,169.36,51.38,121.29,65.78,161.61,149.18,86.44,123.38,67.68,99.47,111.91,62.06,193.71,86.3,167.13,335.72,159.71,110.54,43.56,158.49,150.15
225,2020-08-25,1,135.13,172.61,112.3,105.88,138.21,138.18,184.71,143.56,88.98,203.71,168.45,126.79,172.5,145.48,154.65,160.62,146.56,164.64,155.28,193.1,132.87,147.1,124.08,155.15,43.87,108.3,46.27,160.78,187.88,160.93,137.4,45.88,68.12,149.98,101.57,296.95,50.88,108.03,146.81,165.49,59.8,148.39,118.76,141.73,92.23,117.05,109.45,95.04,145.32,77.45,185.19,148.93,143.16,173.82,170.3,161.19,115.08,110.49,127.13,131.42,276.27,102.67,27.84,133.03,92.58,57.67,96.05,181.5,70.9,177.39,54.72,126.36,69.26,172.6,155.56,89.28,122.19,70.71,99.82,110.99,54.46,198.15,89.15,171.69,323.48,160.94,111.23,42.64,156.96,167.7
226,2020-08-26,1,122.85,172.22,112.88,106.14,138.58,136.71,174.19,145.76,79.58,202.21,195.62,132.58,156.62,155.24,136.48,187.26,174.77,175.69,157.93,211.16,137.52,152.85,127.84,176.26,46.15,113.49,46.22,153.24,197.26,170.9,146.83,47.89,75.45,160.18,102.45,295.92,50.95,120.05,150.18,165.09,59.22,144.78,131.1,148.93,94.71,119.33,118.9,101.25,144.16,87.35,199.41,149.03,152.09,189.7,178.42,145.09,115.49,113.1,133.09,136.83,312.72,108.82,28.77,125.06,93.35,58.37,97.88,195.09,71.75,187.67,54.07,121.57,67.86,170.12,158.51,90.68,127.56,70.78,98.03,116.31,53.53,199.61,88.45,175.03,339.05,162.95,111.83,45.89,154.9,180.76
227,2020-08-27,1,136.19,173.32,113.81,102.01,140.27,135.09,171.58,139.46,76.43,213.26,196.25,148.34,177.32,162.74,164.52,198.71,155.83,178.87,156.85,187.23,139.63,145.08,128.43,180.71,46.45,117.07,46.15,170.97,211.07,174.24,139.08,38.46,62.87,153.86,105.26,323.33,47.4,125.11,149.89,188.11,59.63,153.13,131.83,157.13,102.28,125.31,138.36,93.81,147.92,76.76,219.11,145.83,153.86,201.33,172.45,142.48,144.98,114.85,139.14,141.67,323.08,105.81,30.03,140.32,99.46,57.5,99.75,195.05,76.01,178.89,50.24,124.21,69.67,179.46,166.54,95.9,125.78,74.23,103.68,118.59,61.74,212.6,88.21,171.46,322.06,159.94,110.48,45.79,161.83,173.77
228,2020-08-28,1,145.39,203.68,131.71,129.83,169.52,157.72,219.66,163.21,88.93,266.74,213.23,146.14,209.17,181.54,223.32,240.48,150.12,206.92,179.62,238.83,178.13,176.09,139.85,206.32,51.22,134.64,49.67,168.19,247.08,204.7,179.13,42.74,66.41,188.24,122.32,394.53,55.2,134.64,183.72,199.5,53.81,157.18,145.85,181.63,126.57,143.22,151.57,102.08,175.01,76.51,248.5,182.85,178.02,221.82,225.41,166.18,131.11,135.97,150.0,152.81,368.21,118.99,27.77,146.32,114.55,59.98,113.83,232.97,77.09,201.41,53.69,147.75,72.68,196.91,193.49,144.85,140.22,79.4,91.67,130.73,57.37,223.12,99.58,159.11,309.34,170.57,116.09,48.29,163.21,190.8
229,2020-08-29,1,141.08,207.47,105.13,129.35,190.19,158.97,172.19,136.04,70.9,279.82,222.95,151.43,213.99,171.18,178.68,240.61,175.31,205.28,172.6,222.87,185.91,179.09,124.84,213.98,44.42,125.09,47.94,186.29,231.93,185.24,164.68,44.53,64.57,156.3,110.43,414.15,50.66,133.69,173.78,182.64,51.84,160.15,137.61,164.29,118.08,130.48,155.51,88.34,165.46,79.17,226.07,160.95,167.71,227.45,237.66,183.06,132.53,148.6,144.23,144.41,410.78,102.94,30.21,182.56,117.89,54.86,105.47,282.51,76.65,205.74,47.45,160.65,66.03,170.26,230.51,111.92,135.4,65.65,95.49,111.72,48.48,256.38,102.68,159.35,269.63,167.03,103.11,43.26,171.71,204.01
230,2020-08-30,1,107.16,207.71,97.78,101.0,135.82,130.9,151.27,120.63,68.66,246.98,189.08,118.2,227.13,122.57,136.7,198.38,151.68,164.57,126.84,209.53,122.71,137.27,118.04,158.25,41.72,100.61,40.55,129.83,202.02,148.16,108.12,32.8,52.43,129.27,90.53,355.65,49.08,114.46,130.56,167.43,49.68,123.94,102.91,127.29,96.08,100.8,117.55,64.93,144.79,58.35,188.68,155.72,142.67,195.46,181.98,147.37,71.72,114.24,109.6,124.5,357.79,90.57,28.2,95.89,79.88,46.07,79.07,190.96,64.14,159.28,42.87,123.97,58.98,141.11,205.06,105.88,107.56,42.62,96.23,96.43,54.33,179.72,85.78,114.66,308.52,143.16,102.45,42.17,125.01,137.37
231,2020-08-31,1,125.66,168.61,106.04,103.64,129.32,131.77,181.4,140.84,74.71,191.83,164.7,124.67,150.0,145.02,151.93,183.51,152.07,157.85,130.23,186.85,120.52,152.54,116.84,138.6,45.81,110.86,46.24,158.25,185.51,160.09,139.61,38.66,60.02,147.7,100.42,293.7,43.19,91.12,133.56,165.05,58.71,140.55,113.04,142.17,110.84,113.67,100.17,89.75,136.32,79.35,198.39,155.91,153.95,176.63,160.5,152.9,107.61,108.53,124.5,157.02,361.47,98.8,30.78,134.03,85.75,54.45,91.73,178.33,71.04,177.39,52.41,115.36,62.39,155.73,129.59,117.98,121.04,75.59,100.04,105.95,62.16,198.67,85.66,206.24,441.51,162.92,109.23,48.27,147.46,153.02
232,2020-09-01,1,131.8,168.37,111.21,100.36,122.88,136.05,177.88,142.27,86.29,195.16,175.78,121.24,178.36,156.29,148.57,181.34,161.59,169.29,152.05,174.11,139.02,165.01,121.29,140.51,43.35,112.46,44.29,179.12,180.58,163.42,149.71,41.8,66.4,149.26,99.68,301.19,47.33,111.69,131.31,161.84,60.52,146.65,117.26,152.91,112.53,118.46,101.91,92.97,128.21,78.83,205.77,144.19,164.01,165.31,172.97,155.08,115.02,111.73,132.35,147.5,355.29,104.6,27.87,136.82,92.79,57.87,96.62,179.86,73.71,187.92,53.77,116.05,63.98,169.37,154.44,92.93,122.87,80.72,112.88,112.19,58.8,187.21,88.46,207.29,412.73,152.46,114.38,46.25,152.25,154.24
233,2020-09-02,1,130.31,165.6,110.47,99.66,141.83,132.32,162.92,137.35,78.57,195.87,175.3,127.56,159.74,145.13,132.55,188.62,141.83,171.87,150.75,176.41,139.35,151.29,120.68,141.46,45.66,117.36,49.17,162.26,179.67,166.14,147.09,40.84,61.53,159.1,105.79,305.47,49.71,104.39,143.65,174.6,58.04,142.97,118.39,154.75,94.84,122.21,109.11,101.7,140.08,79.69,218.83,162.02,154.43,179.84,185.02,149.95,121.28,113.58,133.96,151.84,375.85,102.98,31.0,140.63,92.3,56.74,97.23,196.07,76.9,199.05,56.94,124.44,65.1,155.22,145.96,101.33,119.41,88.42,117.22,115.28,61.03,193.07,92.79,216.79,430.64,157.49,113.37,46.05,155.17,145.18
234,2020-09-03,1,122.64,168.47,111.51,103.82,146.17,134.57,186.28,150.45,77.3,209.25,208.13,160.68,194.9,164.5,176.82,234.69,177.21,185.84,178.41,206.67,148.09,154.66,125.52,151.29,47.07,122.14,50.59,158.43,208.03,182.14,154.1,41.37,65.35,178.37,108.31,334.9,68.64,111.84,157.57,197.5,61.86,156.19,124.49,172.06,119.39,129.12,145.11,101.8,169.81,69.97,255.84,173.45,185.83,194.49,210.58,162.95,122.42,117.76,141.98,152.44,384.24,105.81,30.89,143.31,97.44,57.19,101.47,205.86,76.1,200.31,56.27,124.19,67.37,172.42,147.21,147.89,123.36,85.64,119.81,113.29,63.13,203.05,92.41,214.69,405.02,157.35,104.33,46.63,162.1,154.77
235,2020-09-04,1,137.55,194.29,134.09,132.15,185.55,160.78,208.53,170.92,86.44,308.84,287.25,223.82,200.95,211.27,243.06,324.67,221.86,261.98,199.54,257.99,186.75,204.97,146.34,197.26,51.32,143.87,56.43,210.25,280.75,236.12,180.94,47.29,71.89,191.72,130.42,449.72,119.78,141.14,211.13,278.51,64.49,179.34,146.43,213.27,138.25,155.8,209.11,119.51,225.95,81.84,308.49,235.95,243.32,249.45,288.48,200.44,142.22,140.78,167.11,158.89,388.34,114.02,28.88,171.89,118.37,62.26,119.09,249.33,83.71,214.16,56.49,152.8,69.7,189.53,215.78,120.68,160.13,85.35,127.34,121.73,65.56,242.3,103.25,201.22,383.78,171.32,110.16,51.08,191.93,181.42
236,2020-09-05,1,147.13,202.34,140.63,121.56,205.35,162.98,184.08,143.89,75.06,442.85,321.43,188.9,236.67,199.41,163.66,279.53,228.01,300.91,197.55,265.44,204.0,165.73,141.89,225.72,47.75,126.0,52.31,236.2,238.09,205.45,160.41,45.85,68.63,168.21,114.81,448.69,170.0,152.21,200.04,243.68,55.84,168.38,143.89,173.5,154.7,132.68,290.33,94.36,187.22,83.65,239.24,194.86,193.64,250.68,243.22,220.37,116.16,145.19,143.0,145.54,339.92,104.88,31.72,205.42,123.69,56.59,108.8,267.9,73.96,207.4,49.95,153.78,65.24,169.92,328.53,108.16,139.42,63.9,144.7,112.42,57.7,229.58,113.19,192.25,330.64,167.81,96.03,46.71,179.36,203.74
237,2020-09-06,1,115.4,188.9,113.59,92.65,146.42,139.11,143.45,118.62,74.5,378.45,296.41,159.83,187.71,144.5,126.04,209.63,173.06,266.36,146.44,241.24,151.01,158.39,118.5,210.53,39.53,105.67,41.06,166.83,216.43,164.61,117.19,36.71,54.84,143.86,97.34,407.89,151.54,116.63,144.87,198.13,48.07,132.51,117.98,131.47,108.81,103.34,259.67,78.69,158.36,64.37,182.49,181.88,158.7,214.5,204.45,163.7,87.81,119.58,118.8,130.63,226.19,94.18,28.74,125.57,97.68,46.55,85.3,189.54,53.14,171.19,43.33,124.85,56.24,136.06,288.56,105.14,107.01,43.12,119.11,102.94,59.54,176.22,91.1,139.83,365.65,150.46,100.09,42.03,135.01,159.95
238,2020-09-07,1,136.47,156.69,113.67,107.45,127.87,138.42,136.9,120.27,72.27,260.23,261.59,166.08,159.17,132.57,156.01,318.85,187.65,237.66,149.54,209.47,124.12,142.29,105.2,187.47,38.45,100.22,42.6,152.32,228.82,176.92,125.35,35.07,53.47,146.86,92.19,416.14,151.94,102.01,150.08,217.09,45.2,99.13,107.1,147.12,116.25,99.37,138.7,80.2,167.14,73.75,244.34,194.28,167.07,199.97,210.84,134.16,82.56,102.91,109.0,147.8,206.68,101.79,30.6,143.54,84.44,51.07,82.44,152.3,57.3,137.76,42.17,122.6,59.74,143.96,189.15,100.14,117.25,42.48,116.13,111.04,52.62,152.24,85.43,198.94,422.12,152.55,108.19,38.92,130.66,148.56
239,2020-09-08,1,132.37,153.19,114.47,104.55,111.83,135.8,186.94,134.43,88.88,201.25,214.66,146.92,137.43,142.74,156.72,197.28,155.05,181.77,157.01,165.38,132.3,161.8,114.16,139.1,48.65,113.53,42.48,166.28,202.91,172.46,139.1,39.17,59.99,150.5,100.09,268.74,149.12,101.22,148.76,184.46,60.13,141.24,114.88,147.43,113.64,117.0,91.51,94.65,146.21,74.35,188.82,221.8,136.88,167.63,183.29,151.54,104.44,106.92,131.56,149.93,236.03,104.5,29.45,152.11,87.85,57.74,95.28,145.21,64.85,163.71,51.27,125.53,58.95,164.18,133.2,94.54,124.4,88.1,134.84,112.36,62.23,153.49,84.11,197.32,404.1,149.56,103.65,46.03,152.8,152.5
240,2020-09-09,1,134.09,171.84,112.22,108.81,122.84,141.89,170.31,140.91,75.77,175.7,203.51,132.96,131.95,134.69,143.85,186.45,146.07,172.24,148.17,160.68,128.22,150.98,114.53,129.19,39.76,108.9,44.28,166.65,196.53,159.17,142.15,39.97,60.83,141.58,98.89,317.5,125.79,89.17,143.07,175.47,62.33,145.23,112.51,144.79,86.49,116.41,109.34,95.66,144.08,82.01,188.68,183.72,138.97,175.2,184.81,153.24,111.58,108.8,133.52,153.06,233.99,102.4,26.87,148.01,89.85,54.81,95.62,154.87,63.98,158.62,48.54,121.9,58.44,168.2,120.51,92.0,121.74,87.63,132.43,110.86,62.71,165.67,88.93,201.63,400.11,151.89,102.91,42.95,150.86,135.43
241,2020-09-10,1,118.88,166.36,111.51,109.41,127.14,141.64,173.2,142.29,76.13,198.25,213.63,138.82,169.57,173.68,160.23,210.38,147.49,190.29,160.24,176.32,140.03,152.64,115.21,140.18,40.69,110.73,45.04,177.39,197.85,155.63,145.22,38.46,63.2,153.38,99.42,329.67,118.75,106.74,147.14,208.2,61.24,147.56,118.46,157.84,103.33,120.8,118.39,97.32,150.75,78.31,203.42,178.59,175.12,194.49,198.59,151.99,110.64,109.99,138.93,153.77,201.12,107.08,29.09,123.72,95.34,56.76,100.55,160.94,68.74,184.22,51.16,129.8,60.22,173.35,124.92,96.71,120.43,79.37,132.16,110.28,69.5,179.27,87.97,210.84,395.19,149.05,98.61,46.29,160.23,166.39
242,2020-09-11,1,137.26,190.31,137.98,138.68,162.24,171.99,199.55,159.98,88.12,234.6,246.69,186.74,197.07,205.81,201.57,255.8,186.24,216.61,181.87,216.28,184.07,179.14,136.91,187.63,46.78,125.5,50.21,200.74,224.09,196.14,168.28,43.74,71.56,180.49,115.61,373.42,113.59,137.78,182.74,226.2,64.26,170.79,143.58,187.31,118.8,140.18,151.01,103.58,187.29,77.37,253.49,203.39,204.51,216.54,227.61,173.48,131.04,129.82,162.1,164.04,218.09,110.94,27.37,177.19,114.87,60.39,115.13,208.22,70.49,205.25,50.6,151.19,65.11,184.0,194.02,115.65,134.34,91.16,145.22,119.65,68.27,227.04,105.26,192.81,379.63,169.04,112.25,49.59,182.55,184.71
243,2020-09-12,1,147.24,178.76,125.58,143.11,164.72,166.65,190.56,150.18,76.43,314.05,251.16,172.13,185.82,218.88,170.67,244.94,181.7,210.91,196.31,223.32,189.68,176.6,147.0,209.65,38.76,117.37,45.35,207.16,185.27,186.58,162.17,45.66,71.43,165.17,103.23,392.24,96.81,168.36,197.03,204.96,56.73,169.82,140.47,174.03,122.26,135.24,175.14,85.97,163.88,83.65,247.13,183.53,175.68,206.45,216.82,210.49,102.02,136.78,154.52,162.28,223.75,106.95,28.09,217.69,98.54,46.98,98.3,221.62,69.27,209.23,48.88,160.19,63.4,178.3,286.92,103.88,135.78,72.7,162.62,113.77,58.8,230.04,114.42,185.61,321.41,166.69,98.48,45.05,174.62,200.16
244,2020-09-13,1,128.21,175.52,104.17,122.86,140.42,144.52,131.59,116.64,64.55,234.56,205.82,143.37,154.73,149.47,126.97,210.83,157.2,170.9,154.57,171.73,133.26,138.87,109.98,145.82,37.14,92.68,43.67,130.2,158.09,139.15,111.54,35.03,55.13,129.87,80.92,357.44,73.41,119.44,133.62,179.2,47.35,118.33,103.12,124.32,78.98,102.38,131.21,69.78,134.51,59.38,181.52,167.34,147.99,164.87,165.69,129.47,65.39,104.53,111.67,132.02,178.04,98.22,32.58,139.7,81.94,47.02,79.38,158.24,61.84,159.21,44.71,128.54,56.69,144.71,202.17,94.64,103.78,45.87,140.58,103.47,67.04,153.54,91.5,117.07,329.27,165.38,98.25,38.97,137.05,138.87
245,2020-09-14,1,123.39,157.68,108.65,118.61,125.2,144.03,149.15,128.73,80.09,193.46,189.08,138.7,158.51,146.86,136.7,182.67,148.51,173.14,136.66,159.46,133.57,143.22,112.25,138.06,48.98,115.74,44.47,155.16,158.2,161.61,142.61,38.4,60.98,146.06,95.76,287.47,90.84,103.66,145.16,175.57,60.04,134.67,115.31,144.17,112.08,114.36,122.78,94.42,132.75,79.95,198.57,147.48,155.23,177.01,161.86,143.87,120.07,106.35,128.78,142.14,186.82,102.6,27.51,141.21,90.02,59.17,94.73,158.61,68.3,169.19,54.21,128.68,60.29,160.06,142.54,85.78,119.19,80.93,116.96,111.62,62.0,161.35,90.68,170.58,371.98,149.0,98.06,45.3,156.6,161.13
246,2020-09-15,1,121.07,158.26,111.58,122.28,133.95,151.59,162.68,134.72,78.21,188.75,201.67,130.99,133.27,154.19,150.93,180.8,145.83,183.4,154.27,159.87,136.61,147.31,112.63,142.48,41.68,114.03,46.12,156.15,162.51,157.14,146.1,38.76,62.84,151.9,99.01,289.03,81.83,112.02,142.42,175.07,64.88,142.61,119.0,145.23,111.95,119.1,117.38,98.67,136.1,73.49,190.71,163.28,172.14,173.67,168.52,153.92,129.16,107.7,134.98,144.04,195.9,104.17,34.2,146.36,93.56,60.37,99.2,167.79,73.36,174.34,53.69,132.84,60.66,165.9,130.9,84.29,124.37,80.22,128.13,109.89,64.04,168.19,96.02,171.97,389.3,145.68,100.68,45.33,154.78,163.97
247,2020-09-16,1,133.79,160.14,116.56,114.86,143.96,150.76,152.09,136.06,87.96,197.46,196.81,133.62,144.05,166.05,127.61,188.04,147.24,184.51,153.98,161.17,138.88,137.99,114.29,147.46,46.57,116.93,48.03,152.69,167.38,165.19,145.85,40.46,63.49,151.66,105.75,290.95,86.37,118.52,151.1,182.58,65.92,146.27,120.85,142.05,114.16,132.53,111.53,102.11,141.32,87.95,190.92,194.96,151.93,184.32,131.06,140.31,113.2,111.21,137.43,149.52,205.39,104.17,44.36,151.39,97.27,60.5,100.16,178.1,75.96,183.03,52.47,130.19,59.21,164.63,146.22,83.1,126.88,90.56,141.06,109.65,74.61,176.14,83.55,186.15,412.51,151.72,100.72,51.29,151.82,166.37
248,2020-09-17,1,138.49,164.67,120.05,114.61,142.26,152.95,162.82,138.23,91.26,187.66,181.12,144.83,171.08,179.56,161.87,185.87,153.78,156.16,141.59,163.14,125.36,162.68,118.52,155.67,51.44,118.38,48.73,192.77,172.88,160.05,154.54,40.44,63.6,148.26,106.43,345.24,70.0,105.77,160.86,199.19,61.6,155.54,125.11,160.93,121.8,115.07,137.01,98.23,152.05,86.32,234.24,170.06,178.02,187.46,172.34,159.59,111.25,115.34,141.27,152.97,206.18,110.82,52.95,163.59,100.83,64.97,102.68,176.59,83.39,182.6,53.67,139.58,59.59,164.8,141.03,89.75,129.55,91.63,139.31,113.52,71.64,184.65,94.44,197.04,440.09,148.83,104.77,54.5,159.39,162.46
249,2020-09-18,1,137.7,184.6,166.26,162.08,174.72,206.71,193.54,162.51,91.32,252.48,239.2,194.95,187.33,203.66,200.07,240.61,198.54,247.54,183.37,219.55,188.35,177.38,140.12,197.45,53.55,133.08,54.05,209.14,197.43,179.61,178.77,45.44,72.03,188.0,124.28,408.75,95.64,143.64,193.4,288.33,67.49,174.84,148.15,186.72,144.58,141.34,207.54,111.18,185.11,86.75,265.93,220.25,187.84,223.48,236.09,181.22,134.61,137.59,166.98,153.27,246.4,114.37,42.53,183.95,118.4,65.62,117.54,222.69,80.7,222.85,59.23,179.2,59.13,184.55,208.22,113.02,139.68,96.58,147.11,122.39,72.83,217.79,106.61,178.77,396.83,160.61,117.25,57.02,183.64,202.02
250,2020-09-19,1,156.05,192.2,192.36,188.82,203.56,264.62,192.98,153.46,84.41,352.19,269.64,178.37,211.81,196.4,161.73,254.09,190.68,306.6,193.8,232.15,207.99,167.96,146.61,214.26,51.95,127.59,55.19,207.41,201.38,177.24,162.64,45.27,70.15,153.7,116.93,391.68,78.86,162.07,184.34,271.07,61.11,170.32,143.89,178.69,125.78,136.92,240.72,90.63,177.4,83.73,246.75,187.89,201.45,235.36,250.55,208.49,128.96,147.93,159.09,139.45,251.77,108.86,36.35,233.35,124.17,59.95,111.31,255.0,76.47,226.29,55.43,206.68,55.07,159.99,293.62,92.81,136.15,81.93,164.77,110.97,63.0,230.39,110.28,178.49,332.33,159.53,112.31,50.71,181.42,216.97
