Date,target,predicted
2017-03-08,81.03,81.50542952923243
2017-03-09,81.67,75.09027197523596
2017-03-10,81.61,73.86846280843523
2017-03-11,81.61,74.5247220961199
2017-03-12,81.61,74.5445567832798
2017-03-13,81.42,71.6982586267462
2017-03-14,80.99,72.79803610421332
2017-03-15,82.0,75.17878715075037
2017-03-16,82.07,72.11416848178095
2017-03-17,82.0,71.97191283440631
2017-03-18,82.0,74.68593367582466
2017-03-19,82.0,74.68162524002625
2017-03-20,82.0,71.59301027615086
2017-03-21,81.83,69.33702227409408
2017-03-22,81.76,74.42223825175833
2017-03-23,81.86,76.09950308780705
2017-03-24,81.23,76.16887032299432
2017-03-25,81.23,74.80101621387593
2017-03-26,81.23,74.85027747781302
2017-03-27,81.25,74.89405019363487
2017-03-28,81.84,76.82986966353064
2017-03-29,82.02,77.36632448057746
2017-03-30,83.7,77.08117509288843
2017-03-31,82.01,76.02688957203122
2017-04-01,82.01,74.9538240041438
2017-04-02,82.01,74.98228079641706
2017-04-03,82.07,78.03936423055696
2017-04-04,82.37,75.16108972279312
2017-04-05,82.53,75.26380922826286
2017-04-06,83.01,75.50657780789419
2017-04-07,82.76,74.5719808376655
2017-04-08,82.76,75.0821205297454
2017-04-09,82.76,75.08615950929537
2017-04-10,83.13,76.59515839020023
2017-04-11,82.84,75.8918882108839
2017-04-12,82.97,74.89117341919513
2017-04-13,81.69,74.29811309637097
2017-04-14,81.69,75.11604168531953
2017-04-15,81.69,75.15409819837177
2017-04-16,81.69,75.18055019376207
2017-04-17,81.58,75.18281072697403
2017-04-18,81.05,73.91842704109044
2017-04-19,80.49,73.45068175816019
2017-04-20,81.01,71.7700611766769
2017-04-21,80.69,76.23255591373103
2017-04-22,80.69,75.21902851200602
2017-04-23,80.69,75.23354594739193
2017-04-24,81.11,74.99439631862685
2017-04-25,81.73,76.82557399110327
2017-04-26,81.4,72.59799305057429
2017-04-27,81.26,72.90139896381427
2017-04-28,81.65,70.7933811091774
2017-04-29,81.65,75.31803088039771
2017-04-30,81.65,75.36925866603258
2017-05-01,82.06,73.4847840214178
2017-05-02,82.05,73.3303354462378
2017-05-03,82.7,77.73903607451527
2017-05-04,81.64,76.7405671250711
2017-05-05,82.02,69.1904531423958
2017-05-06,82.02,75.53029104195122
2017-05-07,82.02,75.56681516976462
2017-05-08,82.89,75.2395343577481
2017-05-09,82.31,73.45556992923856
2017-05-10,81.91,74.36262518801647
2017-05-11,82.61,76.00773599907723
2017-05-12,82.55,74.80431850530945
2017-05-13,82.55,75.6622484343655
2017-05-14,82.55,75.6845179416492
2017-05-15,82.8,70.58898737267123
2017-05-16,82.55,72.55508856589404
2017-05-17,81.99,71.31641184119196
2017-05-18,81.75,69.54286206628089
2017-05-19,81.93,73.18036203208601
2017-05-20,81.93,75.83801699935412
2017-05-21,81.93,75.87542921936026
2017-05-22,82.29,76.313856736315
2017-05-23,82.58,77.41266380251373
2017-05-24,82.29,79.67048865926935
2017-05-25,81.75,68.90513618228869
2017-05-26,81.55,73.12184515246028
2017-05-27,81.55,76.01668496262269
2017-05-28,81.55,76.06765038238746
2017-05-29,81.55,70.18165687587273
2017-05-30,81.1,70.56936287370404
2017-05-31,80.5,77.11099457053656
2017-06-01,80.7,77.8118345240004
2017-06-02,79.5,77.935344377951
2017-06-03,79.5,76.19717356060835
2017-06-04,79.5,76.21806528397505
2017-06-05,80.12,72.00976604436042
2017-06-06,81.21,75.13853853392186
2017-06-07,80.91,75.98354048417292
2017-06-08,80.62,77.24725580943536
2017-06-09,82.13,72.45588510310563
2017-06-10,82.13,76.20418046516417
2017-06-11,82.13,76.19006640080258
2017-06-12,82.93,72.3012621313616
2017-06-13,82.96,73.69774707370343
2017-06-14,82.07,73.32367813044476
2017-06-15,82.26,73.83481836918807
2017-06-16,83.49,69.18790726519447
2017-06-17,83.49,76.21681576449123
2017-06-18,83.49,76.22135625947897
2017-06-19,82.76,68.58849823204476
2017-06-20,82.31,65.5640479742457
2017-06-21,81.44,68.42584177648054
2017-06-22,81.08,71.6782872972035
2017-06-23,81.61,73.74263713705186
2017-06-24,81.61,76.26587386916451
2017-06-25,81.61,76.27916875927508
2017-06-26,81.24,70.60872500891423
2017-06-27,81.11,73.29705505266588
2017-06-28,81.53,69.47253427982982
2017-06-29,80.7,71.28821791331565
2017-06-30,80.73,73.60214647182866
2017-07-01,80.73,76.33239387338989
2017-07-02,80.73,76.3539099178492
2017-07-03,82.1,78.74035253800557
2017-07-04,82.1,72.44352571498028
2017-07-05,80.85,67.64469297428079
2017-07-06,80.12,71.32957329969437
2017-07-07,80.22,71.81800494919528
2017-07-08,80.22,76.37573997253114
2017-07-09,80.22,76.38614531287541
2017-07-10,80.16,69.37848903866916
2017-07-11,80.6,66.20738643159774
2017-07-12,80.96,70.24867805729282
2017-07-13,80.97,69.3023705137651
2017-07-14,81.28,72.44182930397761
2017-07-15,81.28,76.44425852441748
2017-07-16,81.28,76.47752101436237
2017-07-17,80.86,69.21836922128682
2017-07-18,80.6,68.02256925391467
2017-07-19,80.85,70.40611047942367
2017-07-20,80.86,70.26373179407162
2017-07-21,80.12,73.02817598643453
2017-07-22,80.12,76.53563923511135
2017-07-23,80.12,76.56198578004128
2017-07-24,79.87,74.9969549837166
2017-07-25,80.27,70.52635041118728
2017-07-26,80.37,77.62229135069117
2017-07-27,80.83,74.1657730717514
2017-07-28,79.6,74.01458590688632
2017-07-29,79.6,76.60271496388505
2017-07-30,79.6,76.62441146186704
2017-07-31,80.04,79.08990475242271
2017-08-01,80.17,74.58455984553181
