Date,target,predicted
2020-01-13,69.8,68.34850000000004
2020-01-14,69.2,68.88529999999996
2020-01-15,69.09,68.36240000000005
2020-01-16,68.82,68.29509999999995
2020-01-17,68.56,67.31750000000008
2020-01-18,68.56,66.95800000000008
2020-01-19,68.56,67.54560000000006
2020-01-20,68.56,68.01030000000007
2020-01-21,67.58,67.32779999999997
2020-01-22,67.19,67.09999999999991
2020-01-23,66.77,66.75940000000008
2020-01-24,66.32,65.96359999999996
2020-01-25,66.32,64.87299999999996
2020-01-26,66.32,65.26079999999995
2020-01-27,64.74,65.17199999999988
2020-01-28,64.65,64.23169999999995
2020-01-29,64.11,64.37829999999992
2020-01-30,64.79,64.76589999999996
2020-01-31,62.12,62.13339999999994
2020-02-01,62.12,62.01979999999993
2020-02-02,62.12,62.60219999999993
2020-02-03,60.73,60.754499999999936
2020-02-04,59.97,60.69019999999998
2020-02-05,62.73,62.87429999999988
2020-02-06,61.88,62.71860000000006
2020-02-07,61.47,61.36960000000001
2020-02-08,61.47,61.81249999999997
2020-02-09,61.47,62.92059999999999
2020-02-10,59.96,60.343100000000014
2020-02-11,60.53,60.52639999999999
2020-02-12,61.27,61.5821000000001
2020-02-13,60.93,60.91860000000003
2020-02-14,60.65,61.68129999999994
2020-02-15,60.65,60.934399999999954
2020-02-16,60.65,62.470899999999936
2020-02-17,60.65,60.62929999999996
2020-02-18,59.88,60.174200000000056
2020-02-19,60.34,60.381500000000045
2020-02-20,59.86,60.070999999999955
2020-02-21,59.13,59.51990000000007
2020-02-22,59.13,59.408600000000035
2020-02-23,59.13,59.80100000000006
2020-02-24,56.36,55.576599999999964
2020-02-25,54.2,54.387199999999936
2020-02-26,53.01,53.80420000000007
2020-02-27,49.82,50.8934
2020-02-28,51.44,51.35079999999996
2020-02-29,51.44,50.47169999999996
2020-03-01,51.44,51.70699999999998
2020-03-02,51.44,52.13989999999997
2020-03-03,53.88,52.754200000000054
2020-03-04,51.3,51.690400000000075
2020-03-05,52.42,51.97360000000003
2020-03-06,50.11,50.71279999999997
2020-03-07,47.69,48.96919999999997
2020-03-08,47.69,49.6823
2020-03-09,40.88,42.16880000000006
2020-03-10,40.88,41.583400000000054
2020-03-11,43.41,43.03749999999997
2020-03-12,43.41,43.13649999999996
2020-03-13,43.41,43.24109999999996
2020-03-14,43.41,42.30939999999997
2020-03-15,43.41,40.71269999999995
2020-03-16,38.12,37.817399999999935
2020-03-17,34.49,35.14159999999994
2020-03-18,34.49,36.25409999999994
2020-03-19,33.37,33.806699999999935
2020-03-20,32.83,32.966199999999965
2020-03-21,32.74,32.74749999999993
2020-03-22,32.74,33.26299999999993
2020-03-23,31.47,32.71739999999994
2020-03-24,31.47,31.881599999999946
2020-03-25,31.47,31.93419999999994
2020-03-26,31.47,31.944299999999945
2020-03-27,31.47,31.807399999999944
2020-03-28,31.47,32.630499999999955
2020-03-29,36.95,35.91099999999994
2020-03-30,36.95,36.71149999999995
2020-03-31,38.3,38.442100000000025
2020-04-01,36.49,36.679199999999945
2020-04-02,38.63,38.35290000000005
2020-04-03,42.07,40.099900000000034
2020-04-04,39.21,38.87590000000001
2020-04-05,39.21,39.09000000000002
2020-04-06,39.21,39.12480000000003
2020-04-07,39.21,39.77160000000002
2020-04-08,39.21,39.73840000000003
2020-04-09,39.21,39.53980000000002
2020-04-10,39.21,39.84290000000003
2020-04-11,39.21,39.24250000000003
2020-04-12,39.21,39.35320000000002
2020-04-13,39.21,39.64110000000002
2020-04-14,39.21,39.34640000000003
2020-04-15,39.21,39.477200000000025
2020-04-16,39.15,39.649000000000036
2020-04-17,43.22,42.763199999999955
2020-04-18,43.22,42.79189999999994
2020-04-19,43.22,42.35939999999996
2020-04-20,41.18,41.50269999999995
2020-04-21,40.96,41.5668
2020-04-22,42.13,42.55410000000004
2020-04-23,43.45,43.508399999999945
2020-04-24,43.73,43.68409999999998
2020-04-25,43.73,43.806799999999974
2020-04-26,43.73,43.03029999999998
2020-04-27,43.94,43.395300000000006
2020-04-28,44.97,44.34789999999996
2020-04-29,47.46,46.19090000000001
2020-04-30,46.47,45.38369999999996
2020-05-01,43.14,43.44829999999998
2020-05-02,43.14,43.565299999999986
2020-05-03,43.14,43.341499999999975
2020-05-04,44.88,44.91340000000005
2020-05-05,44.83,44.292599999999965
2020-05-06,43.99,44.33549999999993
2020-05-07,44.24,44.08769999999994
2020-05-08,46.18,45.774299999999975
2020-05-09,46.18,45.502899999999975
2020-05-10,46.18,44.79689999999999
2020-05-11,45.74,45.02169999999992
2020-05-12,44.12,44.082499999999946
2020-05-13,41.93,42.707099999999976
2020-05-14,42.3,43.130800000000036
2020-05-15,42.0,43.021300000000004
2020-05-16,42.0,42.97379999999998
2020-05-17,42.0,42.96479999999999
2020-05-18,45.34,45.10380000000005
2020-05-19,43.94,44.43669999999998
2020-05-20,45.37,45.052399999999935
2020-05-21,44.56,44.74659999999998
2020-05-22,44.6,45.92839999999998
2020-05-23,44.6,45.27309999999998
2020-05-24,44.6,45.77539999999996
2020-05-25,44.6,44.45529999999999
2020-05-26,45.91,45.686599999999956
2020-05-27,46.24,46.05959999999994
2020-05-28,45.04,45.366899999999966
2020-05-29,45.47,46.541199999999975
2020-05-30,45.47,46.426499999999976
2020-05-31,45.47,45.880799999999965
2020-06-01,46.28,46.559400000000025
2020-06-02,47.31,46.8926
2020-06-03,49.24,48.70529999999994
2020-06-04,49.1,49.515799999999984
2020-06-05,53.08,50.38489999999996
2020-06-06,53.08,50.938099999999956
2020-06-07,53.08,49.61739999999997
